policy_name,ec_k,ec_m,segment_size,workload_id,file_size_mb,num_objects,concurrency,read_ratio,failure_state,storage_overhead,efficiency,total_mb,read_mb,write_mb,per_thread_mb,io_intensity,data_disks_used_pct_before,data_disks_used_pct_after,data_disks_used_pct_delta,cpu_util_pct_during_run,mem_available_kb_before,load1_before,net_rx_bytes_delta,net_tx_bytes_delta,failed_disks,failed_nodes,failure_disk,time_since_last_failure_s,cpu_steal_pct_before,runnable_procs,dirty_kb,writeback_kb,swap_activity_delta,disk_reads_delta_max,disk_writes_delta_max,disk_io_time_ms_delta_max,disk_weighted_io_time_delta_max,disk_sectors_rw_delta_max,payload_bytes,total_upload_bytes,total_download_bytes,avg_upload_ms,p95_upload_ms,avg_download_ms,p95_download_ms,upload_success_rate,download_success_rate,upload_throughput_mbps,download_throughput_mbps,reconstruction_time_ms,timestamp,run_id
EC-7-3,7,3,1048576,W0819,0.03125,8,2,0.4,0,1.4285714285714286,0.7,0.25,0.1,0.15,0.125,0.5,63.073066148632144,63.07364953721475,0.0005833885826049823,21.148825065274153,1963752,15.18,1275401,1275401,0,0,d1,343.5561454296112,0.0,1,3996,0,0,90,919,772,1140,21318,32768,262144,32768,138.08283012463107,260.27429699934146,19.89910700103792,19.89910700103792,1.0,1.0,3.3011545358082715,12.945190935415217,,2026-01-23T13:50:13+0600,c3b046f7
EC-8-3,8,3,1048576,W0819,0.03125,8,2,0.4,0,1.375,0.7272727272727273,0.25,0.1,0.15,0.125,0.5,65.37162261628517,65.37217192843184,0.0005493121466741968,31.55339805825243,1885444,14.65,1500359,1500359,0,0,d1,347.49828934669495,0.0,4,10540,0,0,112,57,816,872,1894,32768,262144,98304,115.07469899925127,237.86866999944323,27.740246666022966,33.33263799868291,1.0,1.0,4.3627254633995385,15.106339191033467,,2026-01-23T14:29:45+0600,090afc15
EC-8-4,8,4,1048576,W0819,0.03125,8,2,0.4,0,1.5,0.6666666666666666,0.25,0.1,0.15,0.125,0.5,67.71147290896086,67.71199087078651,0.0005179618256505591,26.13981762917933,1711840,10.99,1471974,1471974,0,0,d1,358.28994250297546,0.0,1,11508,0,0,103,134,608,544,2621,32768,262144,65536,81.17854750025799,100.3221669998311,220.93058850077796,221.710803998576,1.0,1.0,6.222699384554308,2.325691859703743,,2026-01-23T15:10:12+0600,c2fb7ce2
EC-10-4,10,4,1048576,W0820,0.03125,8,2,0.6,0,1.4,0.7142857142857143,0.25,0.15,0.1,0.125,0.5,70.2329533310943,70.23350128018355,0.0005479490892525973,36.55913978494624,1618712,16.07,2025857,2025857,0,0,d1,510.1503572463989,0.0,3,7336,0,0,64,284,460,612,3210,32768,262144,229376,151.28093349994742,208.2956349986489,34.102728714060504,49.64912599825766,1.0,1.0,3.4427411452645336,14.85780158035257,,2026-01-23T15:56:12+0600,7a6563c1
EC-2-2,2,2,1048576,W0820,0.03125,8,2,0.6,0,2.0,0.5,0.25,0.15,0.1,0.125,0.5,48.04130827343151,48.04162177664178,0.00031350321027190375,28.063241106719367,2142268,8.55,1500011,1500011,0,0,d1,,0.0,2,6968,0,0,35,26,208,284,1057,32768,262144,163840,44.419568375076324,52.1550630001002,13.455484600035561,16.526678999980504,1.0,1.0,11.612005897348487,32.562467334528186,,2026-01-23T10:28:40+0600,524fbbcc
EC-3-2,3,2,1048576,W0820,0.03125,8,2,0.6,0,1.6666666666666667,0.6,0.25,0.15,0.1,0.125,0.5,50.86765830003838,50.86793500069788,0.00027670065949791933,16.27296587926509,2453340,6.75,1400461,1400461,0,0,d1,246.04388332366943,0.0,1,7072,0,0,13,41,244,348,651,32768,262144,163840,152.36626100005424,251.7263110003114,16.108203000112553,20.852899000146863,1.0,1.0,3.417585846973381,28.580114396585238,,2026-01-23T10:56:27+0600,0c5aa51b
EC-4-2,4,2,1048576,W0820,0.03125,8,2,0.6,0,1.5,0.6666666666666666,0.25,0.15,0.1,0.125,0.5,53.32166192686161,53.321993149818546,0.0003312229569374381,21.760797342192692,2439044,10.48,1522248,1522248,0,0,d1,260.7751615047455,0.0,5,5016,0,0,16,48,148,12,845,32768,262144,163840,114.7376555001074,239.5006930000818,19.683052400068846,24.180043999876943,1.0,1.0,4.544173574175664,23.024936115440703,,2026-01-23T11:24:57+0600,b934b974
EC-4-3,4,3,1048576,W0820,0.03125,8,2,0.6,0,1.75,0.5714285714285714,0.25,0.15,0.1,0.125,0.5,55.679769010834676,55.680207915329056,0.00043890449438066526,23.163841807909606,2514988,9.49,1702346,1702346,0,0,d1,300.82256269454956,0.0,1,9516,0,19,19,404,356,408,8056,32768,262144,229376,62.38749799990728,76.74322200000461,36.802263285608205,144.15984899915202,1.0,1.0,8.33465454724776,9.107023150268732,,2026-01-23T11:55:02+0600,1ce94dd6
EC-5-3,5,3,1048576,W0820,0.03125,8,2,0.6,0,1.6,0.625,0.25,0.15,0.1,0.125,0.5,58.32055512422361,58.32079911150464,0.0002439872810313659,30.683918669131238,1945700,13.0,1896550,1896550,0,0,d1,327.4029417037964,0.0,1,15148,0,2,18,49,428,648,793,32768,262144,131072,98.46930937487741,209.56141900023795,22.388647249954374,28.1545220004773,1.0,1.0,5.108892188251037,22.01279244156302,,2026-01-23T12:30:02+0600,1466016e
EC-6-3,6,3,1048576,W0820,0.03125,8,2,0.6,0,1.5,0.6666666666666666,0.25,0.15,0.1,0.125,0.5,60.749072303109074,60.7494594114209,0.000387108311826978,17.11191335740072,2122556,11.79,1549886,1549886,0,0,d1,344.7977728843689,0.0,1,4432,0,0,83,51,1132,2084,1441,32768,262144,131072,287.22192137479396,588.6315209991153,21.93484899999021,25.780218000363675,1.0,1.0,1.8133025602789514,21.545484378496035,,2026-01-23T13:08:49+0600,28092e08
EC-7-3,7,3,1048576,W0820,0.03125,8,2,0.6,0,1.4285714285714286,0.7,0.25,0.15,0.1,0.125,0.5,63.07364272192757,63.07424655637169,0.000603834444120821,29.772329246935204,1963900,15.18,1541260,1541260,0,0,d1,344.2639756202698,0.0,3,4524,0,0,68,55,664,748,1039,32768,262144,131072,106.31113087515587,218.46231200106558,23.869584749718342,25.944180000806227,1.0,1.0,4.707562623287889,20.61502924670021,,2026-01-23T13:50:14+0600,7007d17a
EC-8-3,8,3,1048576,W0820,0.03125,8,2,0.6,0,1.375,0.7272727272727273,0.25,0.15,0.1,0.125,0.5,65.37172348253542,65.37205743160722,0.0003339490718019533,28.8961038961039,1882396,14.65,1552959,1552959,0,0,d1,348.2864077091217,0.0,2,9676,0,0,71,258,404,356,2988,32768,262144,131072,78.08023612551551,99.9447850008437,103.18467050001345,185.16896100118174,1.0,1.0,6.640015716808729,4.774929811551258,,2026-01-23T14:29:46+0600,57ad6e58
EC-8-4,8,4,1048576,W0820,0.03125,8,2,0.6,0,1.5,0.6666666666666666,0.25,0.15,0.1,0.125,0.5,67.71198814467164,67.71256744408194,0.0005792994103046567,29.292929292929294,1709528,10.99,1570494,1570494,0,0,d1,359.114382982254,0.0,1,11992,0,0,84,48,692,576,2008,32768,262144,98304,138.45452775012745,253.51057700027013,22.522086666867835,22.919101000297815,1.0,1.0,3.7708725006424952,17.358107712788925,,2026-01-23T15:10:13+0600,dcf41f87
EC-10-4,10,4,1048576,W0821,0.03125,8,2,0.8,0,1.4,0.7142857142857143,0.25,0.2,0.04999999999999999,0.125,0.5,70.2335149107579,70.23402333118152,0.0005084204236140977,38.276553106212425,1629852,16.07,1828225,1828225,0,0,d1,510.8018720149994,0.0,6,5620,0,53,94,698,636,2380,16397,32768,262144,196608,79.42685937450733,101.43898200112744,29.874171833095414,38.04688300078851,1.0,1.0,6.323219104060148,16.501839809933962,,2026-01-23T15:56:12+0600,e5819705
EC-2-2,2,2,1048576,W0821,0.03125,8,2,0.8,0,2.0,0.5,0.25,0.2,0.04999999999999999,0.125,0.5,48.04143776388793,48.041706286202796,0.0002685223148688465,26.666666666666668,2141488,8.55,1481443,1481443,0,0,d1,,0.0,1,6708,0,0,30,123,120,12,1438,32768,262144,163840,49.878479250025975,92.59206000024278,15.583805200094503,20.782219000011537,1.0,1.0,10.209545344989023,28.82598272460499,,2026-01-23T10:28:40+0600,98ffd834
EC-3-2,3,2,1048576,W0821,0.03125,8,2,0.8,0,1.6666666666666667,0.6,0.25,0.2,0.04999999999999999,0.125,0.5,50.86793500069788,50.86798407076558,4.907006770338285e-05,15.948051948051948,2452904,6.75,1653813,1653813,0,0,d1,247.91637682914734,0.0,1,7280,0,0,15,35,512,488,786,32768,262144,229376,349.49601200003144,917.5706760001958,68.1034261428327,187.29153200001747,1.0,1.0,1.4960991233128536,7.4428344539286,,2026-01-23T10:56:29+0600,e828a3ea
EC-4-2,4,2,1048576,W0821,0.03125,8,2,0.8,0,1.5,0.6666666666666666,0.25,0.2,0.04999999999999999,0.125,0.5,53.322009506507776,53.32231210525857,0.0003025987507925265,30.745341614906835,2444292,10.48,1593196,1593196,0,0,d1,261.2750391960144,0.0,1,5404,0,24,25,402,416,428,8973,32768,262144,229376,51.59284125011254,75.86502599951928,17.97201514286176,22.52974000020913,1.0,1.0,10.013792390441845,25.97390023654921,,2026-01-23T11:24:58+0600,4a72e80d
EC-4-3,4,3,1048576,W0821,0.03125,8,2,0.8,0,1.75,0.5714285714285714,0.25,0.2,0.04999999999999999,0.125,0.5,55.68012067965316,55.68052959688394,0.0004089172307857325,35.16483516483517,2514436,9.49,2195838,2195838,0,0,d1,301.3492338657379,0.0,3,9436,0,0,22,111,320,300,1736,32768,262144,262144,55.60789187506998,62.71321799977159,19.73037499988095,24.573656000029587,1.0,1.0,9.23179917849532,25.845880709854267,,2026-01-23T11:55:02+0600,39988c42
EC-5-3,5,3,1048576,W0821,0.03125,8,2,0.8,0,1.6,0.625,0.25,0.2,0.04999999999999999,0.125,0.5,58.32078957010258,58.3211235191744,0.0003339490718161642,17.998385794995965,1945304,13.32,1671968,1671968,0,0,d1,328.7018995285034,0.0,1,4280,0,1,21,120,372,384,1511,32768,262144,196608,251.50867087518236,370.5405550008436,22.40007883301587,27.13507800035586,1.0,1.0,2.065412836057202,22.898498904524843,,2026-01-23T12:30:04+0600,89a20eef
EC-6-3,6,3,1048576,W0821,0.03125,8,2,0.8,0,1.5,0.6666666666666666,0.25,0.2,0.04999999999999999,0.125,0.5,60.749458048363465,60.74985060890502,0.0003925605415560085,15.429309231762428,2119828,12.28,1901902,1901902,0,0,d1,346.34794569015503,0.0,1,4992,0,0,99,46,1156,2196,1552,32768,262144,262144,215.3498578752533,381.1172929999884,99.21500675000061,219.6026769997843,1.0,1.0,2.2425604229007488,5.18955975156554,,2026-01-23T13:08:51+0600,3f9b4e7d
EC-7-3,7,3,1048576,W0821,0.03125,8,2,0.8,0,1.4285714285714286,0.7,0.25,0.2,0.04999999999999999,0.125,0.5,63.07422202133784,63.07479723157583,0.0005752102379901203,23.290203327171906,1963716,15.18,1893716,1893716,0,0,d1,345.4420928955078,0.0,3,4788,0,0,64,72,396,464,1522,32768,262144,229376,164.20332574989516,456.8727639998542,29.18361614242063,48.14264600099705,1.0,1.0,2.5428394221833006,15.971781440754878,,2026-01-23T13:50:15+0600,8e9c97ed
EC-8-3,8,3,1048576,W0821,0.03125,8,2,0.8,0,1.375,0.7272727272727273,0.25,0.2,0.04999999999999999,0.125,0.5,65.3720110876544,65.37240228513853,0.000391197484134409,29.196217494089833,1883316,14.65,2049717,2049717,0,0,d1,349.26680612564087,0.0,1,9632,0,0,47,121,376,540,1229,32768,262144,229376,105.74492562500382,128.5914000000048,85.8136162860319,219.13030800351407,1.0,1.0,4.895114919010928,5.934477074272639,,2026-01-23T14:29:47+0600,6b919a20
EC-8-4,8,4,1048576,W0821,0.03125,8,2,0.8,0,1.5,0.6666666666666666,0.25,0.2,0.04999999999999999,0.125,0.5,67.71243795362552,67.71304587724195,0.000607923616428252,32.465543644716696,1707532,10.99,1831792,1831792,0,0,d1,359.8875849246979,0.0,1,12156,0,0,84,126,548,416,1913,32768,262144,196608,116.44233862489273,209.11905899993144,27.548173332737253,31.05853799934266,1.0,1.0,4.433846447238058,18.21804915182894,,2026-01-23T15:10:13+0600,3e200787
EC-10-4,10,4,1048576,W0822,0.03125,8,2,1.0,0,1.4,0.7142857142857143,0.25,0.25,0.0,0.125,0.5,70.23401242672203,70.23468168792309,0.0006692612010539278,26.168224299065418,1630756,15.9,2054588,2054588,0,0,d1,511.8522038459778,0.0,1,6300,0,0,46,62,256,28,1157,32768,262144,262144,87.3096056252507,108.5030079993885,115.08651799931613,198.29096200191998,1.0,1.0,5.83493996559987,4.453199536790146,,2026-01-23T15:56:14+0600,47a7cd2a
EC-2-2,2,2,1048576,W0822,0.03125,8,2,1.0,0,2.0,0.5,0.25,0.25,0.0,0.125,0.5,48.0415699804592,48.041865763922814,0.00029578346361347485,19.904076738609113,2141680,8.55,1725938,1725938,0,0,d1,,0.0,8,6352,0,0,40,144,172,164,1922,32768,262144,262144,74.982790249976,180.62479599984727,15.668872749984075,20.201209999868297,1.0,1.0,6.918764658296893,32.07498928494784,,2026-01-23T10:28:41+0600,d547d2c9
EC-3-2,3,2,1048576,W0822,0.03125,8,2,1.0,0,1.6666666666666667,0.6,0.25,0.25,0.0,0.125,0.5,50.867985433823016,50.868236236391226,0.0002508025682104176,20.930232558139537,2451784,7.65,1674496,1674496,0,0,d1,248.56712698936462,0.0,1,6944,0,0,51,868,1368,23108,20570,32768,262144,262144,89.8339903749843,228.00151599994933,18.784134999918933,29.688745999919774,1.0,1.0,5.776632861310292,26.670662355349684,,2026-01-23T10:56:29+0600,ac527eb9
EC-4-2,4,2,1048576,W0822,0.03125,8,2,1.0,0,1.5,0.6666666666666666,0.25,0.25,0.0,0.125,0.5,53.32230256385652,53.3226583218473,0.0003557579907820241,27.22772277227723,2442756,10.48,1700353,1700353,0,0,d1,261.82968735694885,0.0,9,5496,0,0,21,53,256,160,1318,32768,262144,262144,45.90741037520729,51.59584700049891,38.16680712498055,92.0929639996757,1.0,1.0,11.181898184757708,13.168270901424586,,2026-01-23T11:24:59+0600,9d6ec17c
EC-4-3,4,3,1048576,W0822,0.03125,8,2,1.0,0,1.75,0.5714285714285714,0.25,0.25,0.0,0.125,0.5,55.68052959688394,55.68088262875987,0.00035303187592461427,25.483503981797494,2513984,9.49,1907874,1907874,0,0,d1,302.317453622818,0.0,1,9720,0,0,18,47,168,32,1105,32768,262144,262144,148.35687112497453,331.45671599959314,21.946210250007425,24.69504100008635,1.0,1.0,3.182628673067917,23.12644899268217,,2026-01-23T11:55:03+0600,c2b39031
EC-5-3,5,3,1048576,W0822,0.03125,8,2,1.0,0,1.6,0.625,0.25,0.25,0.0,0.125,0.5,58.321115340829785,58.321516079715956,0.0004007388861708705,45.662100456621005,1948208,13.32,1962286,1962286,0,0,d1,329.31884598731995,0.0,6,4460,0,5,26,261,828,3056,4907,32768,262144,262144,65.69497537520874,75.64476099832973,26.504332625108873,34.82861799966486,1.0,1.0,7.859955533703907,19.101551287634233,,2026-01-23T12:30:04+0600,17d84e51
EC-6-3,6,3,1048576,W0822,0.03125,8,2,1.0,0,1.5,0.6666666666666666,0.25,0.25,0.0,0.125,0.5,60.74985469807733,60.750153207655806,0.0002985095784779901,26.384615384615383,2117232,12.28,5133241,5133241,0,0,d1,347.72449016571045,0.0,1,7548,0,0,112,154,1264,2232,3441,32768,262144,262144,249.5717270003297,428.1058430005942,29.058651250124967,38.9482369992038,1.0,1.0,2.080694893547732,17.570417014107502,,2026-01-23T13:08:52+0600,f26ba48c
EC-7-3,7,3,1048576,W0822,0.03125,8,2,1.0,0,1.4285714285714286,0.7,0.25,0.25,0.0,0.125,0.5,63.07479586851839,63.07541197047946,0.0006161019610644303,22.281167108753316,1960832,15.18,2075116,2075116,0,0,d1,346.63398599624634,0.0,1,5544,0,0,89,57,768,1216,1417,32768,262144,262144,203.67501237501529,338.4767469997314,34.775672874729935,52.47322599825566,1.0,1.0,2.5172581458709513,14.670790578730204,,2026-01-23T13:50:16+0600,4712765e
EC-8-3,8,3,1048576,W0822,0.03125,8,2,1.0,0,1.375,0.7272727272727273,0.25,0.25,0.0,0.125,0.5,65.37239683290879,65.37306064188009,0.0006638089712964756,28.65792129162462,1893480,14.65,5314833,5314833,0,0,d1,350.36087131500244,0.0,1,9416,0,0,100,201,808,568,2167,32768,262144,262144,144.12079625026308,213.34304999982123,47.38379275067928,160.28148400073405,1.0,1.0,3.6073811528754236,7.78071678182561,,2026-01-23T14:29:48+0600,83155c75
EC-8-4,8,4,1048576,W0822,0.03125,8,2,1.0,0,1.5,0.6666666666666666,0.25,0.25,0.0,0.125,0.5,67.71304178806965,67.71313174986042,8.996179077769284e-05,27.30318257956449,1704872,10.99,2074767,2074767,0,0,d1,361.1402246952057,0.0,2,12788,0,0,72,50,400,440,1926,32768,262144,262144,127.90674300049432,185.76685600055498,130.2120396239843,262.0643800000835,1.0,1.0,4.080000763082889,3.9993663647380204,,2026-01-23T15:10:15+0600,f96e901f
EC-10-4,10,4,1048576,W0823,0.03125,8,3,0.0,0,1.4,0.7142857142857143,0.25,0.0,0.25,0.08333333333333333,0.75,70.23467214652104,70.2353291402052,0.0006569936841600565,49.59349593495935,1627920,15.9,4671027,4671027,0,0,d1,512.380603313446,0.0,3,6940,0,0,87,67,792,528,1686,32768,262144,32768,97.10242775008737,131.64400199821102,23.078895999788074,23.078895999788074,1.0,1.0,7.207126214288579,11.182501405697204,,2026-01-23T15:56:14+0600,e21028de
EC-2-2,2,2,1048576,W0823,0.03125,8,3,0.0,0,2.0,0.5,0.25,0.0,0.25,0.08333333333333333,0.75,48.04182487219973,48.04211792954847,0.00029305734873474876,23.432343234323433,2139364,8.55,1144840,1144840,0,0,d1,,0.0,1,6660,0,0,45,49,328,444,1251,32768,262144,32768,86.07320449999634,139.23640799976056,13.651406999997562,13.651406999997562,1.0,1.0,8.532391492842637,18.70642486001766,,2026-01-23T10:28:41+0600,ea6e0995
EC-3-2,3,2,1048576,W0823,0.03125,8,3,0.0,0,1.6666666666666667,0.6,0.25,0.0,0.25,0.08333333333333333,0.75,50.86822260581687,50.86855246571638,0.0003298598995087332,38.8663967611336,2461612,7.65,1160822,1160822,0,0,d1,249.02026224136353,0.0,2,7512,0,21,19,36,320,372,803,32768,262144,32768,61.384172249972835,80.06629199962845,13.575789999777044,13.575789999777044,1.0,1.0,10.740050786251256,18.566797415358685,,2026-01-23T10:56:30+0600,7311838f
EC-4-2,4,2,1048576,W0823,0.03125,8,3,0.0,0,1.5,0.6666666666666666,0.25,0.0,0.25,0.08333333333333333,0.75,53.32265150656012,53.32296364671297,0.0003121401528503043,25.203252032520325,2441196,10.48,1032163,1032163,0,0,d1,262.2821900844574,0.0,1,6136,0,0,14,45,164,236,934,32768,262144,32768,66.65757175017006,97.92351400028565,14.407247999770334,14.407247999770334,1.0,1.0,10.759786365626777,17.385633043942892,,2026-01-23T11:24:59+0600,83bf017e
EC-4-3,4,3,1048576,W0823,0.03125,8,3,0.0,0,1.75,0.5714285714285714,0.25,0.0,0.25,0.08333333333333333,0.75,55.68087581347269,55.68124929121013,0.000373477737440453,32.38770685579196,2511880,9.49,2174078,2174078,0,0,d1,302.95545053482056,0.0,11,10128,0,0,21,44,548,792,904,32768,262144,32768,132.30022749996806,240.5472649998046,18.654352000339713,18.654352000339713,1.0,1.0,5.3829434483800425,13.805391814697149,,2026-01-23T11:55:04+0600,52e87a34
EC-5-3,5,3,1048576,W0823,0.03125,8,3,0.0,0,1.6,0.625,0.25,0.0,0.25,0.08333333333333333,0.75,58.321503812199026,58.321730079733406,0.00022626753438004243,33.64485981308411,1947740,13.32,1519068,1519068,0,0,d1,330.1238260269165,0.0,2,5420,8,0,21,61,220,24,1031,32768,262144,32768,192.74275487532577,399.1318680000404,21.17126799930702,21.17126799930702,1.0,1.0,3.9948581501453533,12.1338099889672,,2026-01-23T12:30:05+0600,5a0bc8c8
EC-6-3,6,3,1048576,W0823,0.03125,8,3,0.0,0,1.5,0.6666666666666666,0.25,0.0,0.25,0.08333333333333333,0.75,60.750267704480436,60.75078021407636,0.0005125095959215287,16.70854271356784,2115484,12.28,2739345,2739345,0,0,d1,349.3353419303894,0.0,1,9900,0,0,56,155,1168,1460,3098,32768,262144,32768,502.3859736243139,765.750783999465,22.870656999657513,22.870656999657513,1.0,1.0,1.5471425371729859,10.789285029418437,,2026-01-23T13:08:54+0600,cb6d1b6e
EC-7-3,7,3,1048576,W0823,0.03125,8,3,0.0,0,1.4285714285714286,0.7,0.25,0.0,0.25,0.08333333333333333,0.75,63.075396976847664,63.07590267115639,0.0005056943087282662,23.470319634703195,1959580,14.36,1245857,1245857,0,0,d1,347.82460951805115,0.0,1,6104,0,0,105,51,936,1116,1909,32768,262144,32768,297.97601725022105,422.01779800052464,17.6309050002601,17.6309050002601,1.0,1.0,2.2311875035428965,14.448139004358291,,2026-01-23T13:50:17+0600,f0cecd73
EC-8-3,8,3,1048576,W0823,0.03125,8,3,0.0,0,1.375,0.7272727272727273,0.25,0.0,0.25,0.08333333333333333,0.75,65.37316423424524,65.3737121833345,0.0005479490892668082,34.644194756554306,1894772,14.36,2058770,2058770,0,0,d1,351.0844695568085,0.0,1,9712,24,0,75,90,696,1192,2801,32768,262144,32768,152.9683447492971,228.37270899981377,23.057594000420067,23.057594000420067,1.0,1.0,4.762700239665565,11.1659855884722,,2026-01-23T14:29:49+0600,3f6c5129
EC-8-4,8,4,1048576,W0823,0.03125,8,3,0.0,0,1.5,0.6666666666666666,0.25,0.0,0.25,0.08333333333333333,0.75,67.71312493457324,67.71378601742968,0.0006610828564390658,26.59380692167577,1709932,10.99,2489341,2489341,0,0,d1,362.2953178882599,0.0,1,12188,0,15,68,535,784,2304,11516,32768,262144,32768,237.70705325068775,315.04909400246106,202.76731299964013,202.76731299964013,1.0,1.0,2.844566444280917,1.2907022598726896,,2026-01-23T15:10:16+0600,2ba09d1a
EC-10-4,10,4,1048576,W0824,0.03125,8,3,0.2,1,1.4,0.7142857142857143,0.25,0.05,0.2,0.08333333333333333,0.75,71.54029852048293,71.5407824058727,0.0004838853897695117,50.775193798449614,1524540,15.18,1552891,1552891,1,1,d1,1.0944974422454834,0.0,1,9576,0,0,92,53,572,512,2067,32768,262144,98304,206.33298550046675,274.6557650025352,80.47374766586775,85.81136000066181,1.0,1.0,3.576863247900457,9.064065339526431,86.76443199874484,2026-01-23T16:32:50+0600,8c4d2784
EC-2-2,2,2,1048576,W0824,0.03125,8,3,0.2,1,2.0,0.5,0.25,0.05,0.2,0.08333333333333333,0.75,49.73530651345174,49.735630921121505,0.00032440766976549185,20.304568527918782,2408884,7.16,1132809,1132809,1,1,d1,0.5895545482635498,0.0,1,7720,0,0,41,614,820,3648,17598,32768,262144,32768,118.4531222500027,232.1112610002274,12.836666000112018,12.836666000112018,1.0,1.0,6.410483374442231,19.532316422369547,13.421502999790391,2026-01-23T10:43:48+0600,4b48e38d
EC-3-2,3,2,1048576,W0824,0.03125,8,3,0.2,1,1.6666666666666667,0.6,0.25,0.05,0.2,0.08333333333333333,0.75,52.341945311954774,52.34217294254659,0.00022763059181585277,23.762376237623762,2398892,6.95,1150404,1150404,1,1,d1,0.606804609298706,0.0,3,4516,0,0,12,46,140,8,762,32768,262144,65536,119.56666137507455,191.09034600023733,16.47248750032304,17.456932000641245,1.0,1.0,6.2445672554830995,29.175542512463185,17.970427000363998,2026-01-23T11:11:51+0600,049fc105
EC-4-2,4,2,1048576,W0824,0.03125,8,3,0.2,1,1.5,0.6666666666666666,0.25,0.05,0.2,0.08333333333333333,0.75,54.70661142830972,54.70713756848,0.000526140170279632,37.610619469026545,2373484,7.89,1167332,1167332,1,1,d1,0.4450702667236328,0.0,3,11000,12,0,34,42,544,592,2556,32768,262144,65536,56.00865187489035,64.17603600039001,21.539329499773885,22.416257000259066,1.0,1.0,12.391272617260746,21.317986742245427,24.594260999947437,2026-01-23T11:40:50+0600,fc579678
EC-4-3,4,3,1048576,W0824,0.03125,8,3,0.2,1,1.75,0.5714285714285714,0.25,0.05,0.2,0.08333333333333333,0.75,57.301129920092116,57.30148840419778,0.0003584841056607502,28.224582701062218,2131156,8.5,1279674,1279674,1,1,d1,0.8767492771148682,0.0,3,8792,0,0,26,945,1116,5972,21603,32768,262144,32768,200.8840522501032,408.3372100012639,17.051912000169978,17.051912000169978,1.0,1.0,3.754480393344573,14.863498478219263,17.63732300059928,2026-01-23T12:14:16+0600,f1973840
EC-5-3,5,3,1048576,W0824,0.03125,8,3,0.2,1,1.6,0.625,0.25,0.05,0.2,0.08333333333333333,0.75,59.76441596805429,59.764751280183546,0.00033531212925907994,26.6347687400319,2012680,12.85,1339036,1339036,1,1,d1,0.818814754486084,0.0,1,12988,0,0,16,46,160,44,762,32768,262144,98304,153.22607737516591,296.1396139999124,109.95597466656666,111.14202899989323,1.0,1.0,4.891834154157703,6.623641308575773,118.73145400022622,2026-01-23T12:51:58+0600,0c9a82e4
EC-6-3,6,3,1048576,W0824,0.03125,8,3,0.2,1,1.5,0.6666666666666666,0.25,0.05,0.2,0.08333333333333333,0.75,62.15269705448741,62.15307734751203,0.00038029302461950465,42.279411764705884,1890612,12.59,1212449,1212449,1,1,d1,0.5190129280090332,0.0,4,4000,0,38,82,68,824,1292,1756,32768,262144,32768,70.80460212478101,78.75105600032839,21.100694999404368,21.100694999404368,1.0,1.0,9.709050387008404,11.920245163469103,21.99201700022968,2026-01-23T13:32:49+0600,de58df5a
EC-7-3,7,3,1048576,W0824,0.03125,8,3,0.2,1,1.4285714285714286,0.7,0.25,0.05,0.2,0.08333333333333333,0.75,64.43975204349572,64.4403463365378,0.0005942930420843595,26.862745098039216,1878716,11.74,1244380,1244380,1,1,d1,0.7192552089691162,0.0,1,6000,0,0,65,173,660,896,1902,32768,262144,32768,93.40875800012327,131.06637800046883,170.3776900012599,170.3776900012599,1.0,1.0,7.5417382751796405,1.5344665254787504,170.83777700099745,2026-01-23T14:12:24+0600,b3d3a286
EC-8-3,8,3,1048576,W0824,0.03125,8,3,0.2,1,1.375,0.7272727272727273,0.25,0.05,0.2,0.08333333333333333,0.75,66.77088422081094,66.7714130870961,0.0005288662851512527,40.681003584229394,1787432,15.04,1475370,1475370,1,1,d1,0.7769289016723633,0.0,3,7884,0,0,86,201,888,892,4422,32768,262144,65536,155.71045250044335,247.27743699986604,28.604174502106616,33.1765360024292,1.0,1.0,4.7714445107283785,14.68083997076326,35.71285599900875,2026-01-23T14:51:09+0600,54589c9b
EC-8-4,8,4,1048576,W0824,0.03125,8,3,0.2,1,1.5,0.6666666666666666,0.25,0.05,0.2,0.08333333333333333,0.75,69.22368563097565,69.2242294908926,0.0005438599169451663,44.623655913978496,1703920,12.78,1534758,1534758,1,1,d1,0.6052422523498535,0.0,1,6920,0,56,97,605,680,4564,13746,32768,262144,98304,96.11136349940352,128.89866899786284,32.03016700111524,39.78702700260328,1.0,1.0,7.37984378123735,19.51002264191468,40.30939299991587,2026-01-23T15:35:44+0600,433a5435
EC-10-4,10,4,1048576,W0825,0.03125,8,3,0.4,0,1.4,0.7142857142857143,0.25,0.1,0.15,0.08333333333333333,0.75,70.23532232491802,70.23572442686161,0.00040210194359247,29.4973544973545,1629344,15.9,1379315,1379315,0,0,d1,513.2765712738037,0.0,2,7452,0,0,55,71,260,52,1721,32768,262144,65536,223.0690924998271,453.6983510006394,32.14485949865775,34.639629997400334,1.0,1.0,3.35964872765986,14.883903464477116,,2026-01-23T15:56:15+0600,717dc1e3
